# Program:featureCounts v1.5.0-p1; Command:"featureCounts" "-T" "1" "--minOverlap" "1" "-D" "600" "-d" "50" "-g" "gene_id" "-t" "exon" "-F" "GTF" "-S" "fr" "-s" "2" "-o" "counts.txt" "-a" "/tmp/tmpHTk84S/stgdc4c2f59-9695-4a36-9890-6624f143a433/hg19.gencode_v19.chr21.gtf" "/tmp/tmpHTk84S/stgb8806063-f72c-4b67-b98c-072129176f32/chr21_1.bam" "/tmp/tmpHTk84S/stg7a8f0c97-8c34-4b8c-bd07-1e9c8b2f4929/chr21_2.bam" 
Geneid	Chr	Start	End	Strand	Length	/tmp/tmpHTk84S/stgb8806063-f72c-4b67-b98c-072129176f32/chr21_1.bam	/tmp/tmpHTk84S/stg7a8f0c97-8c34-4b8c-bd07-1e9c8b2f4929/chr21_2.bam
ENSG00000160294.6	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	47655047;47656743;47660725;47662716;47663379;47664721;47666221;47666542;47671443;47674306;47674690;47676703;47678853;47680707;47681194;47684031;47685235;47685839;47686896;47690315;47692475;47693302;47695100;47697441;47699907;47700411;47703529;47703982;47706065	47655340;47656893;47660931;47662845;47663636;47665111;47666318;47666800;47671596;47674440;47674758;47676900;47679179;47680820;47681325;47684131;47685437;47686080;47687056;47690477;47692743;47693499;47695239;47697631;47700051;47700489;47703752;47705308;47706211	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6507	1258	1024
ENSG00000228137.1	chr21;chr21	47666804;47667549	47667145;47667596	+;+	390	0	0
ENSG00000239415.1	chr21;chr21	47671463;47672344	47672035;47674047	-;-	2277	2	1
ENSG00000182362.9	chr21;chr21;chr21;chr21;chr21	47706251;47706784;47711248;47716076;47717453	47706657;47707037;47711376;47716144;47717665	+;+;+;+;+	1072	59	70
ENSG00000160298.13	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	47720344;47721044;47722399;47731370;47734630;47735388;47737122;47737926;47740551;47742553	47720708;47722068;47722490;47731545;47734963;47735461;47737262;47739051;47740739;47743789	-;-;-;-;-;-;-;-;-;-	4759	64	52
ENSG00000160299.12	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	47744036;47744802;47746291;47754311;47766042;47766657;47767371;47768926;47769598;47771343;47773018;47773901;47775367;47776889;47783395;47786499;47801609;47805747;47808657;47809114;47810585;47811079;47817179;47817928;47818149;47819504;47821465;47822245;47831103;47832751;47835983;47838118;47841884;47845745;47847536;47848309;47849924;47850421;47851443;47855817;47856892;47858077;47859996;47860768;47862410;47863723;47864607;47865197	47744196;47745124;47746503;47754682;47766122;47766912;47767426;47769100;47769734;47771454;47773240;47773982;47775541;47777106;47783849;47787054;47801755;47805898;47808799;47809346;47810747;47811291;47817408;47818044;47818169;47819710;47821635;47822397;47831981;47832906;47836753;47838220;47842038;47845885;47847709;47848504;47850146;47850571;47852129;47856061;47856994;47858250;47860115;47860997;47862486;47863861;47864734;47865682	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	10883	525	453
ENSG00000160305.13	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	47878812;47904670;47910513;47916901;47918495;47924271;47929170;47931330;47949005;47952040;47953437;47953917;47954498;47957137;47957359;47958396;47959790;47961669;47965050;47965794;47966828;47969684;47970456;47971547;47971737;47974082;47974488;47974735;47975895;47976316;47976852;47977498;47978136;47980635;47981661;47983573;47985626;47986473;47987283	47879135;47904741;47910632;47917020;47918746;47924402;47929289;47931527;47949096;47952150;47953560;47954026;47954600;47957201;47957452;47958515;47959904;47961808;47965186;47965874;47967118;47970023;47970657;47971656;47971817;47974205;47974609;47974846;47976004;47976432;47976982;47977666;47978306;47980696;47981718;47983845;47985800;47986596;47989926	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	8046	648	503
ENSG00000223692.1	chr21;chr21;chr21;chr21	47882384;47882625;47882979;47889059	47882435;47882676;47883141;47889219	+;+;+;+	428	1	0
ENSG00000202239.1	chr21	47945531	47945635	+	105	0	0
ENSG00000272283.1	chr21	47955709	47956003	+	295	0	1
ENSG00000160307.5	chr21;chr21;chr21;chr21	48018875;48020195;48022191;48024926	48019416;48020288;48022806;48025121	-;-;-;-	1448	152	128
ENSG00000160310.12	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	48055079;48056808;48063447;48064218;48068230;48069487;48071718;48078657;48080745;48081712;48083295;48084207	48056459;48056902;48063551;48064400;48068531;48069805;48072230;48078832;48080874;48081848;48083466;48085036	+;+;+;+;+;+;+;+;+;+;+;+	4343	807	666
